Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),applied
2020,Liberia,LBR,France,FRA,5
2020,Liberia,LBR,France,FRA,6
2020,Liberia,LBR,United Kingdom of Great Britain and Northern Ireland,GBR,5
2020,Liberia,LBR,United Kingdom of Great Britain and Northern Ireland,GBR,11
2020,Liberia,LBR,Germany,DEU,70
2020,Liberia,LBR,Germany,DEU,10
2020,Liberia,LBR,Guinea,GIN,87
2020,Liberia,LBR,India,IND,5
2020,Liberia,LBR,Italy,ITA,5
2020,Liberia,LBR,Italy,ITA,19
2020,Liberia,LBR,Rep. of Korea,KOR,61
2020,Liberia,LBR,Mauritania,MRT,5
2020,Liberia,LBR,Mauritania,MRT,5
2020,Liberia,LBR,Morocco,MAR,24
2020,Liberia,LBR,Netherlands,NLD,11
2020,Liberia,LBR,Niger,NER,5
2020,Liberia,LBR,Senegal,SEN,5
2020,Liberia,LBR,Spain,ESP,6
2020,Liberia,LBR,Sweden,SWE,11
2020,Liberia,LBR,Sweden,SWE,5
2020,Liberia,LBR,Sweden,SWE,6
2020,Liberia,LBR,Togo,TGO,6
2020,Liberia,LBR,Tunisia,TUN,31
2020,Liberia,LBR,United States of America,USA,79
2020,Liberia,LBR,United States of America,USA,45
2020,Liberia,LBR,United States of America,USA,131
2020,Libya,LBY,Algeria,DZA,5
2020,Libya,LBY,Australia,AUS,6
2020,Libya,LBY,Austria,AUT,96
2020,Libya,LBY,Belgium,BEL,89
2020,Libya,LBY,Belgium,BEL,9
2020,Libya,LBY,Brazil,BRA,6
2020,Libya,LBY,Bulgaria,BGR,14
2020,Libya,LBY,Canada,CAN,21
2020,Libya,LBY,Canada,CAN,74
2020,Libya,LBY,Chad,TCD,9
2020,Libya,LBY,Czechia,CZE,6
2020,Libya,LBY,Denmark,DNK,14
2020,Libya,LBY,Finland,FIN,5
2020,Libya,LBY,France,FRA,126
2020,Libya,LBY,France,FRA,351
2020,Libya,LBY,France,FRA,12
2020,Libya,LBY,France,FRA,16
2020,Libya,LBY,United Kingdom of Great Britain and Northern Ireland,GBR,8
2020,Libya,LBY,United Kingdom of Great Britain and Northern Ireland,GBR,582
2020,Libya,LBY,United Kingdom of Great Britain and Northern Ireland,GBR,5
2020,Libya,LBY,Germany,DEU,537
2020,Libya,LBY,Germany,DEU,72
2020,Libya,LBY,Greece,GRC,8
2020,Libya,LBY,Greece,GRC,50
2020,Libya,LBY,Croatia,HRV,5
2020,Libya,LBY,Iceland,ISL,6
2020,Libya,LBY,Iceland,ISL,8
2020,Libya,LBY,India,IND,5
2020,Libya,LBY,Indonesia,IDN,5
2020,Libya,LBY,Ireland,IRL,12
2020,Libya,LBY,Italy,ITA,228
2020,Libya,LBY,Rep. of Korea,KOR,35
2020,Libya,LBY,Lebanon,LBN,7
2020,Libya,LBY,Luxembourg,LUX,8
2020,Libya,LBY,Mauritania,MRT,16
2020,Libya,LBY,Montenegro,MNE,5
2020,Libya,LBY,Morocco,MAR,7
2020,Libya,LBY,Malta,MLT,47
2020,Libya,LBY,Netherlands,NLD,188
2020,Libya,LBY,Netherlands,NLD,27
2020,Libya,LBY,Norway,NOR,5
2020,Libya,LBY,Norway,NOR,7
2020,Libya,LBY,Philippines,PHL,5
2020,Libya,LBY,Poland,POL,6
2020,Libya,LBY,Romania,ROU,43
2020,Libya,LBY,Spain,ESP,23
2020,Libya,LBY,Serbia and Kosovo: S/RES/1244 (1999),SRB,94
2020,Libya,LBY,Slovakia,SVK,11
2020,Libya,LBY,Slovenia,SVN,14
2020,Libya,LBY,Sweden,SWE,31
2020,Libya,LBY,Sweden,SWE,28
2020,Libya,LBY,Sweden,SWE,23
2020,Libya,LBY,Switzerland,CHE,131
2020,Libya,LBY,Switzerland,CHE,6
2020,Libya,LBY,Tunisia,TUN,122
2020,Libya,LBY,United States of America,USA,45
2020,Libya,LBY,United States of America,USA,14
2020,Libya,LBY,United States of America,USA,60
2020,Saint Lucia,LCA,Canada,CAN,7
2020,Saint Lucia,LCA,United Kingdom of Great Britain and Northern Ireland,GBR,26
2020,Lebanon,LBN,Armenia,ARM,23
2020,Lebanon,LBN,Australia,AUS,199
2020,Lebanon,LBN,Australia,AUS,168
2020,Lebanon,LBN,Austria,AUT,27
2020,Lebanon,LBN,Belgium,BEL,59
2020,Lebanon,LBN,Belgium,BEL,36
2020,Lebanon,LBN,Belarus,BLR,5
2020,Lebanon,LBN,Brazil,BRA,102
2020,Lebanon,LBN,Bulgaria,BGR,11
2020,Lebanon,LBN,Canada,CAN,5
2020,Lebanon,LBN,Canada,CAN,190
2020,Lebanon,LBN,Dem. Rep. of the Congo,COD,5
2020,Lebanon,LBN,Cyprus,CYP,34
2020,Lebanon,LBN,Denmark,DNK,7
2020,Lebanon,LBN,Denmark,DNK,9
2020,Lebanon,LBN,Ecuador,ECU,5
2020,Lebanon,LBN,Finland,FIN,5
2020,Lebanon,LBN,France,FRA,64
2020,Lebanon,LBN,France,FRA,176
2020,Lebanon,LBN,France,FRA,5
2020,Lebanon,LBN,France,FRA,13
2020,Lebanon,LBN,United Kingdom of Great Britain and Northern Ireland,GBR,9
2020,Lebanon,LBN,United Kingdom of Great Britain and Northern Ireland,GBR,78
2020,Lebanon,LBN,Georgia,GEO,20
2020,Lebanon,LBN,Germany,DEU,535
2020,Lebanon,LBN,Germany,DEU,159
2020,Lebanon,LBN,Greece,GRC,18
2020,Lebanon,LBN,Greece,GRC,50
2020,Lebanon,LBN,Greece,GRC,5
2020,Lebanon,LBN,Ireland,IRL,5
2020,Lebanon,LBN,Italy,ITA,14
2020,Lebanon,LBN,Italy,ITA,12
2020,Lebanon,LBN,Jordan,JOR,5
2020,Lebanon,LBN,Luxembourg,LUX,5
2020,Lebanon,LBN,Morocco,MAR,13
2020,Lebanon,LBN,Netherlands,NLD,88
2020,Lebanon,LBN,Netherlands,NLD,5
2020,Lebanon,LBN,Nigeria,NGA,11
2020,Lebanon,LBN,Norway,NOR,5
2020,Lebanon,LBN,Philippines,PHL,8
2020,Lebanon,LBN,Poland,POL,5
2020,Lebanon,LBN,Poland,POL,5
2020,Lebanon,LBN,Romania,ROU,5
2020,Lebanon,LBN,Spain,ESP,37
2020,Lebanon,LBN,Serbia and Kosovo: S/RES/1244 (1999),SRB,14
2020,Lebanon,LBN,Sweden,SWE,204
2020,Lebanon,LBN,Sweden,SWE,96
2020,Lebanon,LBN,Sweden,SWE,65
2020,Lebanon,LBN,Switzerland,CHE,10
2020,Lebanon,LBN,Switzerland,CHE,9
2020,Lebanon,LBN,Togo,TGO,8
2020,Lebanon,LBN,Tunisia,TUN,19
2020,Lebanon,LBN,Ukraine,UKR,6
2020,Lebanon,LBN,Ukraine,UKR,5
2020,Lebanon,LBN,United States of America,USA,71
2020,Lebanon,LBN,United States of America,USA,24
2020,Lebanon,LBN,United States of America,USA,220
2020,Liechtenstein,LIE,Italy,ITA,6
2020,Sri Lanka,LKA,Australia,AUS,389
2020,Sri Lanka,LKA,Australia,AUS,534
2020,Sri Lanka,LKA,Austria,AUT,23
2020,Sri Lanka,LKA,Belgium,BEL,12
2020,Sri Lanka,LKA,Belgium,BEL,51
2020,Sri Lanka,LKA,Brazil,BRA,15
2020,Sri Lanka,LKA,Canada,CAN,47
2020,Sri Lanka,LKA,Canada,CAN,8
2020,Sri Lanka,LKA,Canada,CAN,267
2020,Sri Lanka,LKA,Cyprus,CYP,112
2020,Sri Lanka,LKA,Denmark,DNK,5
2020,Sri Lanka,LKA,Denmark,DNK,7
2020,Sri Lanka,LKA,Ecuador,ECU,5
2020,Sri Lanka,LKA,Finland,FIN,5
2020,Sri Lanka,LKA,Finland,FIN,10
2020,Sri Lanka,LKA,France,FRA,828
2020,Sri Lanka,LKA,France,FRA,1219
2020,Sri Lanka,LKA,France,FRA,255
2020,Sri Lanka,LKA,France,FRA,456
2020,Sri Lanka,LKA,United Kingdom of Great Britain and Northern Ireland,GBR,143
2020,Sri Lanka,LKA,United Kingdom of Great Britain and Northern Ireland,GBR,402
2020,Sri Lanka,LKA,United Kingdom of Great Britain and Northern Ireland,GBR,9
2020,Sri Lanka,LKA,Georgia,GEO,5
2020,Sri Lanka,LKA,Germany,DEU,177
2020,Sri Lanka,LKA,Germany,DEU,36
2020,Sri Lanka,LKA,Greece,GRC,10
2020,Sri Lanka,LKA,Greece,GRC,69
2020,Sri Lanka,LKA,Indonesia,IDN,5
2020,Sri Lanka,LKA,Indonesia,IDN,33
2020,Sri Lanka,LKA,Israel,ISR,134
2020,Sri Lanka,LKA,Italy,ITA,82
2020,Sri Lanka,LKA,Rep. of Korea,KOR,105
2020,Sri Lanka,LKA,Lebanon,LBN,5
2020,Sri Lanka,LKA,Lebanon,LBN,5
2020,Sri Lanka,LKA,Lithuania,LTU,5
2020,Sri Lanka,LKA,Luxembourg,LUX,5
2020,Sri Lanka,LKA,Malaysia,MYS,58
2020,Sri Lanka,LKA,Netherlands,NLD,22
2020,Sri Lanka,LKA,Netherlands,NLD,20
2020,Sri Lanka,LKA,Norway,NOR,10
2020,Sri Lanka,LKA,Norway,NOR,7
2020,Sri Lanka,LKA,New Zealand,NZL,25
2020,Sri Lanka,LKA,Poland,POL,5
2020,Sri Lanka,LKA,Poland,POL,9
2020,Sri Lanka,LKA,Romania,ROU,75
2020,Sri Lanka,LKA,Spain,ESP,5
2020,Sri Lanka,LKA,Slovakia,SVK,11
2020,Sri Lanka,LKA,Slovenia,SVN,15
2020,Sri Lanka,LKA,Sweden,SWE,39
2020,Sri Lanka,LKA,Sweden,SWE,29
2020,Sri Lanka,LKA,Sweden,SWE,6
2020,Sri Lanka,LKA,Switzerland,CHE,338
2020,Sri Lanka,LKA,Switzerland,CHE,130
2020,Sri Lanka,LKA,Turks and Caicos Islands,TCA,16
2020,Sri Lanka,LKA,Thailand,THA,7
2020,Sri Lanka,LKA,Ukraine,UKR,5
2020,Sri Lanka,LKA,Ukraine,UKR,5
2020,Sri Lanka,LKA,United States of America,USA,70
2020,Sri Lanka,LKA,United States of America,USA,115
2020,Sri Lanka,LKA,United States of America,USA,188
2020,Lithuania,LTU,Germany,DEU,5
2020,Lithuania,LTU,Russian Federation,RUS,5
2020,Lithuania,LTU,United States of America,USA,5
2020,Latvia,LVA,United Kingdom of Great Britain and Northern Ireland,GBR,5
2020,Latvia,LVA,Russian Federation,RUS,5
2020,Latvia,LVA,United States of America,USA,5
2020,Madagascar,MDG,France,FRA,23
2020,Madagascar,MDG,France,FRA,150
2020,Madagascar,MDG,France,FRA,5
2020,Madagascar,MDG,France,FRA,5
2020,Madagascar,MDG,Lebanon,LBN,5
2020,Mauritania,MRT,Belgium,BEL,63
2020,Mauritania,MRT,Belgium,BEL,25
2020,Mauritania,MRT,Brazil,BRA,21
2020,Mauritania,MRT,France,FRA,692
2020,Mauritania,MRT,France,FRA,1227
2020,Mauritania,MRT,France,FRA,139
2020,Mauritania,MRT,France,FRA,212
2020,Mauritania,MRT,United Kingdom of Great Britain and Northern Ireland,GBR,7
2020,Mauritania,MRT,Germany,DEU,21
2020,Mauritania,MRT,Germany,DEU,8
2020,Mauritania,MRT,Greece,GRC,5
2020,Mauritania,MRT,Greece,GRC,5
2020,Mauritania,MRT,Mexico,MEX,22
2020,Mauritania,MRT,Morocco,MAR,5
2020,Mauritania,MRT,Netherlands,NLD,11
2020,Mauritania,MRT,Portugal,PRT,5
2020,Mauritania,MRT,Senegal,SEN,5
2020,Mauritania,MRT,Spain,ESP,42
2020,Mauritania,MRT,Tunisia,TUN,6
2020,Mauritania,MRT,United States of America,USA,67
2020,Mauritania,MRT,United States of America,USA,66
2020,Mauritania,MRT,United States of America,USA,154
2020,North Macedonia,MKD,Australia,AUS,5
2020,North Macedonia,MKD,Australia,AUS,24
2020,North Macedonia,MKD,Austria,AUT,13
2020,North Macedonia,MKD,Belgium,BEL,57
2020,North Macedonia,MKD,Belgium,BEL,32
2020,North Macedonia,MKD,Denmark,DNK,5
2020,North Macedonia,MKD,France,FRA,160
2020,North Macedonia,MKD,France,FRA,210
2020,North Macedonia,MKD,France,FRA,18
2020,North Macedonia,MKD,France,FRA,38
2020,North Macedonia,MKD,United Kingdom of Great Britain and Northern Ireland,GBR,5
2020,North Macedonia,MKD,Germany,DEU,410
2020,North Macedonia,MKD,Germany,DEU,413
2020,North Macedonia,MKD,Iceland,ISL,5
2020,North Macedonia,MKD,Iceland,ISL,5
2020,North Macedonia,MKD,Israel,ISR,31
2020,North Macedonia,MKD,Italy,ITA,9
2020,North Macedonia,MKD,Netherlands,NLD,54
2020,North Macedonia,MKD,Netherlands,NLD,8
2020,North Macedonia,MKD,Serbia and Kosovo: S/RES/1244 (1999),SRB,5
2020,North Macedonia,MKD,Sweden,SWE,54
2020,North Macedonia,MKD,Sweden,SWE,53
2020,North Macedonia,MKD,Sweden,SWE,9
2020,North Macedonia,MKD,Switzerland,CHE,22
2020,North Macedonia,MKD,Switzerland,CHE,8
2020,North Macedonia,MKD,United States of America,USA,14
2020,North Macedonia,MKD,United States of America,USA,26
2020,Rep. of Moldova,MDA,Austria,AUT,18
2020,Rep. of Moldova,MDA,Belgium,BEL,171
2020,Rep. of Moldova,MDA,Belarus,BLR,5
2020,Rep. of Moldova,MDA,Cyprus,CYP,5
2020,Rep. of Moldova,MDA,Czechia,CZE,43
2020,Rep. of Moldova,MDA,Czechia,CZE,8
2020,Rep. of Moldova,MDA,France,FRA,154
2020,Rep. of Moldova,MDA,France,FRA,1700
2020,Rep. of Moldova,MDA,France,FRA,34
2020,Rep. of Moldova,MDA,Germany,DEU,1284
2020,Rep. of Moldova,MDA,Germany,DEU,964
2020,Rep. of Moldova,MDA,Greece,GRC,30
2020,Rep. of Moldova,MDA,Greece,GRC,6
2020,Rep. of Moldova,MDA,Iceland,ISL,7
2020,Rep. of Moldova,MDA,Israel,ISR,75
2020,Rep. of Moldova,MDA,Italy,ITA,56
2020,Rep. of Moldova,MDA,Luxembourg,LUX,5
2020,Rep. of Moldova,MDA,Netherlands,NLD,32
2020,Rep. of Moldova,MDA,Poland,POL,5
2020,Rep. of Moldova,MDA,Romania,ROU,5
2020,Rep. of Moldova,MDA,Russian Federation,RUS,8
2020,Rep. of Moldova,MDA,Spain,ESP,31
2020,Rep. of Moldova,MDA,Sweden,SWE,6
2020,Rep. of Moldova,MDA,Sweden,SWE,5
2020,Rep. of Moldova,MDA,Sweden,SWE,5
2020,Rep. of Moldova,MDA,Switzerland,CHE,36
2020,Rep. of Moldova,MDA,Ukraine,UKR,5
2020,Rep. of Moldova,MDA,United States of America,USA,120
2020,Rep. of Moldova,MDA,United States of America,USA,26
2020,Rep. of Moldova,MDA,United States of America,USA,90
2020,Maldives,MDV,Australia,AUS,5
2020,Maldives,MDV,Australia,AUS,6
2020,Maldives,MDV,United Kingdom of Great Britain and Northern Ireland,GBR,6
2020,Mexico,MEX,Australia,AUS,5
2020,Mexico,MEX,Brazil,BRA,7
2020,Mexico,MEX,Canada,CAN,913
2020,Mexico,MEX,Canada,CAN,30
2020,Mexico,MEX,Canada,CAN,1776
2020,Mexico,MEX,Costa Rica,CRI,5
2020,Mexico,MEX,France,FRA,5
2020,Mexico,MEX,France,FRA,14
2020,Mexico,MEX,United Kingdom of Great Britain and Northern Ireland,GBR,5
2020,Mexico,MEX,United Kingdom of Great Britain and Northern Ireland,GBR,34
2020,Mexico,MEX,Germany,DEU,14
2020,Mexico,MEX,Guatemala,GTM,7
2020,Mexico,MEX,Israel,ISR,8
2020,Mexico,MEX,Italy,ITA,9
2020,Mexico,MEX,Netherlands,NLD,7
2020,Mexico,MEX,Norway,NOR,5
2020,Mexico,MEX,Norway,NOR,5
2020,Mexico,MEX,Peru,PER,7
2020,Mexico,MEX,Spain,ESP,111
2020,Mexico,MEX,United States of America,USA,5606
2020,Mexico,MEX,United States of America,USA,11301
2020,Mexico,MEX,United States of America,USA,4101
2020,Mali,MLI,Algeria,DZA,12
2020,Mali,MLI,Algeria,DZA,141
2020,Mali,MLI,Egypt,EGY,5
2020,Mali,MLI,Austria,AUT,9
2020,Mali,MLI,Belgium,BEL,32
2020,Mali,MLI,Belgium,BEL,7
2020,Mali,MLI,Benin,BEN,5
2020,Mali,MLI,Brazil,BRA,18
2020,Mali,MLI,Cameroon,CMR,5
2020,Mali,MLI,Cameroon,CMR,86
2020,Mali,MLI,Denmark,DNK,5
2020,Mali,MLI,France,FRA,1619
2020,Mali,MLI,France,FRA,2262
2020,Mali,MLI,France,FRA,105
2020,Mali,MLI,France,FRA,204
2020,Mali,MLI,United Kingdom of Great Britain and Northern Ireland,GBR,6
2020,Mali,MLI,United Kingdom of Great Britain and Northern Ireland,GBR,40
2020,Mali,MLI,Germany,DEU,135
2020,Mali,MLI,Germany,DEU,62
2020,Mali,MLI,Greece,GRC,20
2020,Mali,MLI,Greece,GRC,57
2020,Mali,MLI,Greece,GRC,6
2020,Mali,MLI,Italy,ITA,276
2020,Mali,MLI,Italy,ITA,319
2020,Mali,MLI,Rep. of Korea,KOR,26
2020,Mali,MLI,Libya,LBY,25
2020,Mali,MLI,Luxembourg,LUX,5
2020,Mali,MLI,Mauritania,MRT,8
2020,Mali,MLI,Mauritania,MRT,1775
2020,Mali,MLI,Mexico,MEX,7
2020,Mali,MLI,Morocco,MAR,6
2020,Mali,MLI,Morocco,MAR,400
2020,Mali,MLI,Malta,MLT,67
2020,Mali,MLI,Netherlands,NLD,21
2020,Mali,MLI,Netherlands,NLD,5
2020,Mali,MLI,Niger,NER,5
2020,Mali,MLI,Niger,NER,32
2020,Mali,MLI,Nigeria,NGA,9
2020,Mali,MLI,Portugal,PRT,25
2020,Mali,MLI,Senegal,SEN,5
2020,Mali,MLI,Spain,ESP,1537
2020,Mali,MLI,Sweden,SWE,6
2020,Mali,MLI,Sweden,SWE,6
2020,Mali,MLI,Switzerland,CHE,7
2020,Mali,MLI,Togo,TGO,13
2020,Mali,MLI,Togo,TGO,6
2020,Mali,MLI,Tunisia,TUN,49
2020,Mali,MLI,United States of America,USA,34
2020,Mali,MLI,United States of America,USA,19
2020,Mali,MLI,United States of America,USA,46
2020,Mali,MLI,Zimbabwe,ZWE,22
2020,Malaysia,MYS,Australia,AUS,3827
2020,Malaysia,MYS,Australia,AUS,4010
2020,Malaysia,MYS,France,FRA,5
2020,Malaysia,MYS,United Kingdom of Great Britain and Northern Ireland,GBR,23
2020,Malaysia,MYS,United Kingdom of Great Britain and Northern Ireland,GBR,127
2020,Malaysia,MYS,Germany,DEU,8
2020,Malaysia,MYS,Ireland,IRL,5
2020,Malaysia,MYS,Italy,ITA,5
2020,Malaysia,MYS,Rep. of Korea,KOR,452
2020,Malaysia,MYS,Norway,NOR,5
2020,Malaysia,MYS,New Zealand,NZL,38
2020,Malaysia,MYS,Philippines,PHL,5
2020,Malaysia,MYS,Sweden,SWE,5
2020,Malaysia,MYS,Sweden,SWE,5
2020,Malaysia,MYS,United States of America,USA,35
2020,Malaysia,MYS,United States of America,USA,6
2020,Malaysia,MYS,United States of America,USA,21
2020,Malawi,MWI,United Kingdom of Great Britain and Northern Ireland,GBR,9
2020,Malawi,MWI,United Kingdom of Great Britain and Northern Ireland,GBR,29
2020,Malawi,MWI,Germany,DEU,5
2020,Malawi,MWI,Ireland,IRL,32
2020,Malawi,MWI,Ireland,IRL,47
2020,Malawi,MWI,Israel,ISR,13
2020,Malawi,MWI,South Africa,ZAF,77
2020,Malawi,MWI,South Africa,ZAF,5
2020,Malawi,MWI,United States of America,USA,18
2020,Malawi,MWI,United States of America,USA,17
2020,Montenegro,MNE,Belgium,BEL,5
2020,Montenegro,MNE,Germany,DEU,62
2020,Montenegro,MNE,Germany,DEU,89
2020,Montenegro,MNE,Israel,ISR,10
2020,Montenegro,MNE,Sweden,SWE,5
2020,Montenegro,MNE,Sweden,SWE,8
2020,Montenegro,MNE,United States of America,USA,24
2020,Montenegro,MNE,United States of America,USA,106
2020,Mongolia,MNG,Australia,AUS,160
2020,Mongolia,MNG,Austria,AUT,32
2020,Mongolia,MNG,Belgium,BEL,5
2020,Mongolia,MNG,Belarus,BLR,5
2020,Mongolia,MNG,Belarus,BLR,5
2020,Mongolia,MNG,Brazil,BRA,5
2020,Mongolia,MNG,Czechia,CZE,10
2020,Mongolia,MNG,Denmark,DNK,5
2020,Mongolia,MNG,France,FRA,52
2020,Mongolia,MNG,France,FRA,190
2020,Mongolia,MNG,France,FRA,5
2020,Mongolia,MNG,France,FRA,22
2020,Mongolia,MNG,United Kingdom of Great Britain and Northern Ireland,GBR,5
2020,Mongolia,MNG,United Kingdom of Great Britain and Northern Ireland,GBR,25
2020,Mongolia,MNG,Germany,DEU,95
2020,Mongolia,MNG,Germany,DEU,34
2020,Mongolia,MNG,Rep. of Korea,KOR,86
2020,Mongolia,MNG,Netherlands,NLD,13
2020,Mongolia,MNG,Poland,POL,5
2020,Mongolia,MNG,Spain,ESP,8
2020,Mongolia,MNG,Sweden,SWE,320
2020,Mongolia,MNG,Sweden,SWE,378
2020,Mongolia,MNG,Sweden,SWE,83
2020,Mongolia,MNG,Switzerland,CHE,15
2020,Mongolia,MNG,Switzerland,CHE,6
2020,Mongolia,MNG,United States of America,USA,132
2020,Mongolia,MNG,United States of America,USA,6
2020,Mongolia,MNG,United States of America,USA,113
2020,Morocco,MAR,Argentina,ARG,5
2020,Morocco,MAR,Australia,AUS,5
2020,Morocco,MAR,Australia,AUS,5
2020,Morocco,MAR,Austria,AUT,745
2020,Morocco,MAR,Belgium,BEL,148
2020,Morocco,MAR,Belgium,BEL,18
2020,Morocco,MAR,Brazil,BRA,78
2020,Morocco,MAR,Bosnia and Herzegovina,BIH,17
2020,Morocco,MAR,Bulgaria,BGR,114
2020,Morocco,MAR,Canada,CAN,30
2020,Morocco,MAR,China,CHN,5
2020,Morocco,MAR,Czechia,CZE,6
2020,Morocco,MAR,Denmark,DNK,13
2020,Morocco,MAR,Denmark,DNK,101
2020,Morocco,MAR,Finland,FIN,12
2020,Morocco,MAR,Finland,FIN,9
2020,Morocco,MAR,France,FRA,223
2020,Morocco,MAR,France,FRA,479
2020,Morocco,MAR,France,FRA,20
2020,Morocco,MAR,France,FRA,46
2020,Morocco,MAR,United Kingdom of Great Britain and Northern Ireland,GBR,17
2020,Morocco,MAR,United Kingdom of Great Britain and Northern Ireland,GBR,161
2020,Morocco,MAR,Germany,DEU,902
2020,Morocco,MAR,Germany,DEU,215
2020,Morocco,MAR,Greece,GRC,130
2020,Morocco,MAR,Greece,GRC,175
2020,Morocco,MAR,Greece,GRC,27
2020,Morocco,MAR,Croatia,HRV,44
2020,Morocco,MAR,Croatia,HRV,13
2020,Morocco,MAR,Iceland,ISL,8
2020,Morocco,MAR,Ireland,IRL,16
2020,Morocco,MAR,Ireland,IRL,29
2020,Morocco,MAR,Italy,ITA,17
2020,Morocco,MAR,Italy,ITA,473
2020,Morocco,MAR,Rep. of Korea,KOR,173
2020,Morocco,MAR,Lebanon,LBN,5
2020,Morocco,MAR,Luxembourg,LUX,6
2020,Morocco,MAR,Luxembourg,LUX,25
2020,Morocco,MAR,North Macedonia,MKD,15
2020,Morocco,MAR,Mexico,MEX,5
2020,Morocco,MAR,Montenegro,MNE,276
2020,Morocco,MAR,Malta,MLT,120
2020,Morocco,MAR,Netherlands,NLD,774
2020,Morocco,MAR,Netherlands,NLD,73
2020,Morocco,MAR,Norway,NOR,10
2020,Morocco,MAR,Norway,NOR,13
2020,Morocco,MAR,Poland,POL,7
2020,Morocco,MAR,Portugal,PRT,85
2020,Morocco,MAR,Romania,ROU,232
2020,Morocco,MAR,Spain,ESP,1108
2020,Morocco,MAR,Serbia and Kosovo: S/RES/1244 (1999),SRB,183
2020,Morocco,MAR,Slovakia,SVK,41
2020,Morocco,MAR,Slovenia,SVN,5
2020,Morocco,MAR,Slovenia,SVN,1217
2020,Morocco,MAR,Slovenia,SVN,9
2020,Morocco,MAR,Sweden,SWE,168
2020,Morocco,MAR,Sweden,SWE,148
2020,Morocco,MAR,Sweden,SWE,55
2020,Morocco,MAR,Switzerland,CHE,371
2020,Morocco,MAR,Switzerland,CHE,29
2020,Morocco,MAR,Syrian Arab Rep.,SYR,5
2020,Morocco,MAR,Uruguay,URY,8
2020,Morocco,MAR,United States of America,USA,9
2020,Morocco,MAR,United States of America,USA,8
2020,Morocco,MAR,United States of America,USA,32
2020,Mozambique,MOZ,Belgium,BEL,7
2020,Mozambique,MOZ,Brazil,BRA,13
2020,Mozambique,MOZ,Germany,DEU,5
2020,Mozambique,MOZ,South Africa,ZAF,8
2020,Mozambique,MOZ,Sweden,SWE,9
2020,Mozambique,MOZ,Sweden,SWE,5
2020,Mozambique,MOZ,United States of America,USA,6
2020,Mozambique,MOZ,Zimbabwe,ZWE,53
2020,Mauritius,MUS,Australia,AUS,10
2020,Mauritius,MUS,Australia,AUS,30
2020,Mauritius,MUS,France,FRA,13
2020,Mauritius,MUS,United Kingdom of Great Britain and Northern Ireland,GBR,6
2020,Mauritius,MUS,United Kingdom of Great Britain and Northern Ireland,GBR,32
2020,Mauritius,MUS,Ireland,IRL,5
2020,Mauritius,MUS,Ireland,IRL,7
2020,Mauritius,MUS,Italy,ITA,17
2020,Mauritius,MUS,Portugal,PRT,5
2020,Myanmar,MMR,Australia,AUS,57
2020,Myanmar,MMR,Australia,AUS,156
2020,Myanmar,MMR,Bangladesh,BGD,5
2020,Myanmar,MMR,France,FRA,5
2020,Myanmar,MMR,France,FRA,13
2020,Myanmar,MMR,France,FRA,5
2020,Myanmar,MMR,United Kingdom of Great Britain and Northern Ireland,GBR,5
2020,Myanmar,MMR,United Kingdom of Great Britain and Northern Ireland,GBR,17
2020,Myanmar,MMR,Germany,DEU,267
2020,Myanmar,MMR,Greece,GRC,5
2020,Myanmar,MMR,Greece,GRC,20
2020,Myanmar,MMR,India,IND,24
2020,Myanmar,MMR,India,IND,783
2020,Myanmar,MMR,Indonesia,IDN,405
2020,Myanmar,MMR,Ireland,IRL,5
2020,Myanmar,MMR,Rep. of Korea,KOR,37
2020,Myanmar,MMR,Malaysia,MYS,5264
2020,Myanmar,MMR,Nepal,NPL,17
2020,Myanmar,MMR,Netherlands,NLD,16
2020,Myanmar,MMR,Netherlands,NLD,10
2020,Myanmar,MMR,Norway,NOR,6
2020,Myanmar,MMR,Norway,NOR,5
2020,Myanmar,MMR,Sweden,SWE,6
2020,Myanmar,MMR,Switzerland,CHE,9
2020,Myanmar,MMR,United States of America,USA,113
2020,Myanmar,MMR,United States of America,USA,35
2020,Myanmar,MMR,United States of America,USA,860
2020,Namibia,NAM,Belgium,BEL,5
2020,Namibia,NAM,Botswana,BWA,5
2020,Namibia,NAM,United Kingdom of Great Britain and Northern Ireland,GBR,104
2020,Namibia,NAM,United Kingdom of Great Britain and Northern Ireland,GBR,258
2020,Namibia,NAM,United Kingdom of Great Britain and Northern Ireland,GBR,5
2020,Namibia,NAM,Germany,DEU,19
2020,Namibia,NAM,Netherlands,NLD,5
2020,Namibia,NAM,United States of America,USA,7
2020,Nepal,NPL,Australia,AUS,95
2020,Nepal,NPL,Australia,AUS,202
2020,Nepal,NPL,Brazil,BRA,12
2020,Nepal,NPL,Bulgaria,BGR,5
2020,Nepal,NPL,Canada,CAN,5
2020,Nepal,NPL,Canada,CAN,5
2020,Nepal,NPL,Cyprus,CYP,331
2020,Nepal,NPL,Denmark,DNK,5
2020,Nepal,NPL,France,FRA,61
2020,Nepal,NPL,France,FRA,75
2020,Nepal,NPL,United Kingdom of Great Britain and Northern Ireland,GBR,14
2020,Nepal,NPL,United Kingdom of Great Britain and Northern Ireland,GBR,101
2020,Nepal,NPL,Germany,DEU,5
2020,Nepal,NPL,Greece,GRC,26
2020,Nepal,NPL,Greece,GRC,100
2020,Nepal,NPL,Croatia,HRV,6
